title,mal_id,type,chapters,volumes,status,genres,score,rank,author,serializations
Cinderella wa Sagasanai.,127775,Manga,,,Publishing,"['Comedy', 'Drama', 'Romance']",7.21,5037.0,"['Kuro', 'Tendou, Gen']",Magazine pocket
Danganronpa Gaiden: Killer Killer,97327,Manga,14.0,3.0,Finished,['Mystery'],6.9,8736.0,"['Kodaka, Kazutaka', 'Sasako, Mitomo']",Bessatsu Shounen Magazine
Deadman Wonderland,3986,Manga,58.0,13.0,Finished,"['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Supernatural']",7.99,708.0,"['Kondou, Kazuma', 'Kataoka, Jinsei']",Shounen Ace
Death Note,21,Manga,108.0,12.0,Finished,"['Supernatural', 'Suspense']",8.71,49.0,"['Obata, Takeshi', 'Ohba, Tsugumi']",Shounen Jump (Weekly)
Dekisokonai no Himegimi-tachi,114788,Manga,40.0,6.0,Finished,"['Drama', 'Girls Love']",7.44,2975.0,['Ajiichi'],Manga Life STORIA Dash
Fuuka,67019,Manga,204.0,20.0,Finished,"['Drama', 'Romance', 'Ecchi']",7.44,2961.0,"['Seo, Kouji']",Shounen Magazine (Weekly)
Gakkougurashi!,55163,Manga,78.0,12.0,Finished,"['Horror', 'Mystery', 'Slice of Life']",8.06,596.0,"['Kaihou, Norimitsu', 'Chiba, Sadoru']",Manga Time Kirara Forward
Gigant,110727,Manga,89.0,10.0,Finished,"['Drama', 'Romance', 'Sci-Fi']",5.85,15256.0,"['Oku, Hiroya']",Big Comic Superior
Giji Harem,116808,Manga,157.0,6.0,Finished,"['Comedy', 'Romance', 'Slice of Life']",7.81,1123.0,"['Saitou, Yuu']",Gessan
Gun x Clover,39281,Manga,60.0,12.0,Finished,"['Action', 'Comedy', 'Romance', 'Ecchi']",7.39,3383.0,"['D.P', 'Yamaguchi, Mikoto']",Dragon Age
Handa-kun,60801,Manga,34.0,7.0,Finished,"['Comedy', 'Slice of Life']",7.64,1802.0,"['Yoshino, Satsuki']",Shounen Gangan
Hatsukoi Zombie,93640,Manga,167.0,17.0,Finished,"['Comedy', 'Supernatural', 'Ecchi']",7.5,2522.0,"['Minenami, Ryou']",Shounen Sunday
Helck,77637,Manga,111.0,12.0,Finished,"['Action', 'Fantasy']",8.2,396.0,"['Nanao, Nanaki']",Ura Sunday
He~nshin!!: Sonata Birdie Rush,18263,Manga,28.0,5.0,Finished,"['Sports', 'Ecchi']",6.63,11890.0,"['Minazuki, Suu']",Young Jump (Monthly)
Himegoto: Juukyuusai no Seifuku,43415,Manga,100.0,8.0,Finished,"['Drama', 'Romance']",7.53,2366.0,"['Minenami, Ryou']",Mobile Man
Horimiya,42451,Manga,125.0,16.0,Finished,"['Comedy', 'Romance', 'Slice of Life']",8.45,150.0,"['Hagiwara, Daisuke', 'HERO']",GFantasy
Hunter x Hunter,26,Manga,390.0,36.0,On Hiatus,"['Action', 'Adventure', 'Fantasy']",8.69,52.0,"['Togashi, Yoshihiro']",Shounen Jump (Weekly)
Hyakunichikan!!,93562,Manga,54.0,4.0,Finished,"['Comedy', 'Slice of Life']",7.63,1806.0,"['Nata, Kokone']",Tonari no Young Jump
I Don't Want This Kind of Hero,47072,Manhwa,301.0,,Finished,"['Action', 'Comedy', 'Fantasy', 'Sci-Fi', 'Supernatural']",7.56,2186.0,['Samchon'],Naver Webtoon
Imamade Ichido mo Onnaatsukai sareta Koto ga Nai Onna Kishi wo Onnaatsukai suru Manga,113626,Manga,134.0,7.0,Finished,"['Comedy', 'Fantasy', 'Romance']",7.13,5990.0,"['Matsumoto, Kengo']",Suiyoubi no Sirius
Inu x Boku SS,17207,Manga,58.0,11.0,Finished,"['Comedy', 'Mystery', 'Supernatural']",7.9,903.0,"['Fujiwara, Cocoa']",Gangan Joker
Kagerou Daze,39625,Manga,70.0,13.0,Finished,"['Comedy', 'Romance', 'Sci-Fi', 'Supernatural']",7.95,779.0,"['Satou, Mahiro', 'Jin']",Comic Gene
Kaichou wa Maid-sama!,2921,Manga,98.0,18.0,Finished,"['Comedy', 'Romance']",8.4,189.0,"['Fujiwara, Hiro']",LaLa
Kamibukuro-kun wa Koishiteru,130740,Manga,17.0,2.0,Finished,"['Comedy', 'Romance']",7.72,1443.0,"['Amaebi, Riko']",Kurofune x LINE Manga
Katekyo Hitman Reborn!,47,Manga,411.0,42.0,Finished,"['Action', 'Comedy']",8.13,480.0,"['Amano, Akira']",Shounen Jump (Weekly)
Kawaii Hito,96046,Manga,36.0,7.0,Finished,['Romance'],7.75,1347.0,"['Saitou, Ken']",LaLa DX
Killing Stalking,121079,Manhwa,67.0,8.0,Finished,"['Boys Love', 'Drama', 'Horror', 'Erotica']",7.53,,['Koogi'],Lezhin Comics Webtoon
Kimi ga Shinu made Ato 100-nichi,117725,Manga,48.0,6.0,Finished,"['Comedy', 'Romance']",7.3,4094.0,['Migihara'],Manga Mee
Kimi no Okaasan wo Boku ni Kudasai!,121740,Manga,33.0,4.0,Finished,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",7.63,1850.0,"['Tazawa, Yutaka']",Manga UP!
Kishuku Gakkou no Juliet,91514,Manga,121.0,16.0,Finished,"['Action', 'Comedy', 'Romance']",8.23,351.0,"['Kaneda, Yousuke']",Shounen Magazine (Weekly)
Koe no Katachi,56805,Manga,64.0,7.0,Finished,"['Award Winning', 'Drama']",8.86,25.0,"['Ooima, Yoshitoki']",Shounen Magazine (Weekly)
Kuchi ga Saketemo Kimi ni wa,126801,Manga,3.0,,Finished,"['Comedy', 'Romance', 'Supernatural']",7.4,3278.0,"['Kajimoto, Akari']",Young Gangan
Kuroha to Nijisuke,102259,Manga,4.0,1.0,Finished,['Action'],7.16,5602.0,"['Narita, Ryohgo', 'Shiraume, Nazuna']",Shounen Sirius
"Kuzumi-kun, Kuuki Yometemasu ka?",96050,Manga,63.0,8.0,Finished,"['Comedy', 'Romance']",7.62,1856.0,['Mosco'],Gangan Joker
Love Hina,16,Manga,120.0,14.0,Finished,"['Award Winning', 'Comedy', 'Romance', 'Ecchi']",7.82,1094.0,"['Akamatsu, Ken']",Shounen Magazine (Weekly)
Maou no Musume wa Yasashisugiru!!,121945,Manga,23.0,3.0,Finished,"['Comedy', 'Fantasy']",7.89,907.0,"['Sakamoto, Yuuya']",Manga Park
Medaka Box,13949,Manga,194.0,22.0,Finished,"['Action', 'Comedy', 'Drama', 'Ecchi']",7.8,1180.0,"['NISIO, ISIN', 'Akatsuki, Akira']",Shounen Jump (Weekly)
Mousou Telepathy,101711,Manga,,7.0,Finished,"['Comedy', 'Romance']",7.5,2571.0,['NOBEL'],twi4
Nanatsu no Taizai,44485,Manga,364.0,41.0,Finished,"['Action', 'Adventure', 'Award Winning', 'Fantasy']",7.56,2216.0,"['Suzuki, Nakaba']",Shounen Magazine (Weekly)
Naraku no Futari,131111,Manga,29.0,3.0,Finished,"['Drama', 'Romance']",7.05,7047.0,"['Goroumaru, Emi']",Comic Days
Nekota no Koto ga Kininatte Shikatanai.,84559,Manga,49.0,10.0,Finished,"['Comedy', 'Romance']",8.08,560.0,"['Oouta, Rie']",Ribon Magazine
Ninja Shinobu-san no Junjou,105071,Manga,30.0,5.0,Finished,"['Comedy', 'Romance']",7.7,1542.0,['Yuzuchiri'],Gessan
Noblesse,29983,Manhwa,,,Finished,"['Action', 'Adventure', 'Comedy', 'Supernatural']",8.17,423.0,"['Son, Jae-Ho', 'Lee, Gwang-Su']",Naver Webtoon
Ojiichan Shinanai,112510,Manga,,2.0,Finished,"['Comedy', 'Fantasy', 'Romance', 'Slice of Life']",6.79,10112.0,"['Madoromi, Tarou']",Kurofune pixiv
Ojojojo,76083,Manga,64.0,4.0,Finished,"['Comedy', 'Romance', 'Slice of Life']",7.49,2597.0,['Cool-kyou Shinja'],Manga Life
Oldman,61173,Manhua,22.0,4.0,Finished,['Fantasy'],6.9,8792.0,"['Chang, Sheng']",Dragon Youth
Ookami wa Nemuranai,121083,Manga,15.0,3.0,Finished,"['Action', 'Adventure', 'Fantasy']",7.48,2643.0,"['Shienbis', 'Shinkawa, Gonbee']",Young Ace UP
Pandora Hearts,3031,Manga,107.0,24.0,Finished,"['Adventure', 'Fantasy', 'Mystery', 'Supernatural']",8.59,79.0,"['Mochizuki, Jun']",GFantasy
Pashiri na Boku to Koisuru Banchou-san,111621,Manga,78.0,7.0,Finished,"['Comedy', 'Romance']",7.21,5040.0,"['Kashima, Ui']",Young Ace UP
Rengoku no Toshi,121919,Manga,47.0,5.0,Finished,"['Drama', 'Suspense']",6.54,12745.0,"['Tawara, Kyouhei']",Shounen Jump+
Saikin Kono Sekai wa Watashi dake no Mono ni Narimashita......,78049,Manga,85.0,4.0,Finished,"['Fantasy', 'Ecchi']",5.65,15415.0,"['Yui, Toshiki']",Grand Jump
Seishun Away,92900,Manga,16.0,3.0,Finished,"['Comedy', 'Romance', 'Sports']",7.02,7428.0,['Koota'],The Hana to Yume
Seishun Buta Yarou wa Bunny Girl-senpai no Yume wo Minai,92182,Manga,20.0,2.0,Finished,"['Comedy', 'Romance']",7.86,978.0,"['Kamoshida, Hajime', 'Nanamiya, Tsugumi']",Dengeki G's Comic
Sekimen Shinaide Sekime-san,132519,Manga,,3.0,Finished,"['Comedy', 'Romance']",6.87,9184.0,"['Tokita, Shigure']",Shounen Jump+
Shijou Saikyou no Deshi Kenichi,988,Manga,584.0,61.0,Finished,"['Action', 'Comedy', 'Drama', 'Ecchi']",8.11,517.0,"['Matsuena, Syun']",Shounen Sunday
Shinai naru Boku e Satsui wo Komete,115746,Manga,98.0,11.0,Finished,"['Drama', 'Mystery', 'Suspense']",8.03,629.0,"['Inoryuu, Hajime', 'Itou, Shouta']",Comic Days
Sonna Me de Mitekure,90097,Manga,7.0,1.0,Finished,"['Boys Love', 'Comedy']",7.5,2535.0,"['Moukon, Icchokusen']",Fig
Sono Toki Shuraba ga Ugoita,137500,Manga,24.0,2.0,Finished,"['Comedy', 'Romance']",6.3,14286.0,['TALI'],Dra-Dra Sharp#
Soumatou Kabushikigaisha,83123,Manga,90.0,10.0,Finished,"['Drama', 'Mystery']",7.25,4642.0,"['Sugahara, Keita']",Manga Action
Special A,1271,Manga,104.0,17.0,Finished,"['Comedy', 'Drama', 'Romance']",7.93,816.0,"['Minami, Maki']",Hana to Yume
Spider-Man: Itsuwari no Aka,120510,Manga,14.0,1.0,Discontinued,['Action'],7.27,4508.0,"['Oosawa, Yuusuke']",Magazine pocket
Stravaganza: Isai no Hime,51659,Manga,44.0,7.0,Finished,"['Adventure', 'Drama', 'Fantasy']",7.0,7703.0,"['Tomi, Akihito']",Harta
Suicide Parabellum,65813,Manga,11.0,,Finished,"['Action', 'Mystery']",7.23,4904.0,"['Dowman, Sayman']",Mephisto
Sweet Home,124845,Manhwa,141.0,12.0,Finished,"['Action', 'Drama', 'Horror', 'Suspense']",8.29,296.0,"['Kim, Carnby', 'Hwang, Young-chan']",Naver Webtoon
Tadokoro-san,123090,Manga,,,Publishing,['Girls Love'],7.44,2988.0,['TATSUBON'],Comic Valkyrie
Tanaka-kun wa Itsumo Kedaruge,59893,Manga,145.0,13.0,Finished,"['Comedy', 'Slice of Life']",8.08,552.0,"['Uda, Nozomi']",Gangan Online
Tatoe Todokanu Ito da toshitemo,103123,Manga,37.0,7.0,Finished,"['Drama', 'Girls Love']",7.43,3076.0,['tMnR'],Comic Yuri Hime
The Horizon,125036,Manhwa,21.0,3.0,Finished,"['Adventure', 'Drama']",8.72,47.0,"['Jeong, Ji-Hoon']",Comica
Tokyo Babel,126291,Manga,26.0,3.0,Finished,"['Action', 'Mystery', 'Supernatural']",6.67,11390.0,"['Kuze, Ran', 'Karin, Sora']",Shounen Magazine (Weekly)
Tokyo ESP,18619,Manga,77.0,16.0,Finished,"['Action', 'Drama', 'Sci-Fi', 'Supernatural']",7.46,2810.0,"['Segawa, Hajime']",Shounen Ace
Tokyo Ghoul,33327,Manga,144.0,14.0,Finished,"['Action', 'Fantasy', 'Horror']",8.52,115.0,"['Ishida, Sui']",Young Jump
"Tokyo Ghoul: ""Jack""",77815,Manga,7.0,1.0,Finished,"['Action', 'Fantasy', 'Horror']",7.42,3126.0,"['Ishida, Sui']",Jump LIVE
Tokyo Ghoul:re,81117,Manga,181.0,16.0,Finished,"['Action', 'Fantasy', 'Horror']",8.25,326.0,"['Ishida, Sui']",Young Jump
Tomo-chan wa Onnanoko!,92149,Manga,56.0,8.0,Finished,"['Comedy', 'Romance']",7.92,854.0,"['Yanagida, Fumita']",twi4
Toumei Ningen no Hone,109907,Manga,22.0,4.0,Finished,"['Drama', 'Supernatural']",7.63,1845.0,"['Ogino, Jun']",Shounen Jump+
Tsukiiro no Invader,123439,Manga,12.0,2.0,Finished,"['Comedy', 'Romance', 'Sci-Fi']",6.84,9496.0,"['Yamano, Ran']",Ultra Jump
Uratarou,100217,Manga,51.0,6.0,Finished,"['Action', 'Fantasy', 'Supernatural']",6.96,8172.0,"['Nakayama, Atsushi']",Young Jump
Watashi ga Motete Dousunda,54779,Manga,60.0,14.0,Finished,"['Award Winning', 'Comedy', 'Romance']",7.55,2258.0,['Junko'],Bessatsu Friend
Watashi no Shounen,102980,Manga,43.0,9.0,Finished,['Drama'],7.87,974.0,"['Takano, Hitomi']",Young Magazine (Weekly)
Wolf Guy: Ookami no Monshou,12451,Manga,117.0,12.0,Finished,"['Action', 'Drama', 'Romance', 'Supernatural']",7.27,4484.0,"['Tabata, Yoshiaki', 'Yugo, Yuuki']",Young Champion Magazine
Yakusoku no Neverland,100128,Manga,181.0,20.0,Finished,"['Award Winning', 'Mystery', 'Sci-Fi', 'Suspense']",8.21,367.0,"['Demizu, Posuka', 'Shirai, Kaiu']",Shounen Jump (Weekly)
Yuusha to Maou no Love Comedy,115686,Manga,69.0,7.0,Finished,"['Comedy', 'Fantasy', 'Romance', 'Ecchi']",6.73,10730.0,"['Horie, Ryuu']",Manga Life STORIA Dash
Acma:Game,69505,Manga,198.0,22.0,Finished,"['Action', 'Supernatural']",7.02,7417.0,"['Megumi, Kouji', 'Meeb']",Shounen Magazine (Weekly)
Ajin,49865,Manga,84.0,17.0,Finished,"['Action', 'Horror', 'Mystery', 'Supernatural']",7.95,774.0,"['Sakurai, Gamon', 'Miura, Tsuina']",good! Afternoon
Ane Naru Mono,97760,Manga,,,Publishing,"['Horror', 'Romance', 'Supernatural', 'Ecchi']",7.44,2953.0,"['Iida, Pochi.']",Dengeki G's Comic
Ao no Flag,103942,Manga,54.0,8.0,Finished,['Romance'],8.03,651.0,['KAITO'],Shounen Jump+
Black Clover,86337,Manga,,,Publishing,"['Action', 'Comedy', 'Fantasy']",7.84,1034.0,"['Tabata, Yuuki']",Shounen Jump (Weekly)
Blue Period,107931,Manga,,,Publishing,"['Award Winning', 'Drama']",8.72,47.0,"['Yamaguchi, Tsubasa']",Afternoon
Bokutachi ga Yarimashita,94919,Manga,87.0,9.0,Finished,['Drama'],7.97,733.0,"['Kaneshiro, Muneyuki', 'Araki, Hikaru']",Young Magazine (Weekly)
Bokutachi wa Benkyou ga Dekinai,103890,Manga,187.0,21.0,Finished,"['Comedy', 'Romance']",7.66,1681.0,"['Tsutsui, Taishi']",Shounen Jump (Weekly)
Boukyaku no Shirushi to Hime,48473,Manga,41.0,7.0,Finished,"['Comedy', 'Fantasy', 'Romance']",7.41,3209.0,"['Sou, Tsukarou']",Hana to Yume
Change the World: Kyou kara Satsujinki,114755,Manga,25.0,5.0,Finished,"['Mystery', 'Suspense']",7.13,5933.0,"['Kanzaki, Yuuya']",Comic Bunch
Chuusotsu Worker kara Hajimeru Koukou Seikatsu,97374,Manga,,,Publishing,"['Drama', 'Romance']",7.09,6439.0,"['Sasaki, Minoru']",Comic Heaven
Classmate no Tanaka-san wa Sugoku Kowai,127226,Manga,58.0,2.0,Finished,"['Comedy', 'Romance', 'Slice of Life']",6.58,12371.0,['Yasushige'],"Comic Dengeki Daioh ""g"""
Colorless,124007,Manga,,,Publishing,"['Action', 'Fantasy']",7.16,5587.0,['KENT'],Comic Border
Dai Dark,118858,Manga,,,Publishing,"['Action', 'Adventure', 'Sci-Fi']",7.78,1241.0,"['Hayashida, Q']",Gessan
Dead Dead Demon's Dededededestruction,70801,Manga,101.0,12.0,Finished,"['Award Winning', 'Comedy', 'Drama', 'Sci-Fi', 'Slice of Life']",8.23,347.0,"['Asano, Inio']",Big Comic Spirits
Do Chokkyuu Kareshi x Kanojo,111767,Manga,50.0,7.0,Finished,"['Comedy', 'Romance']",7.54,2282.0,"['Fujita, Nagisa']",Shounen Champion (Monthly)
Duranki,121329,Manga,6.0,1.0,Discontinued,"['Adventure', 'Fantasy']",7.14,5824.0,"['Miura, Kentarou', 'Studio Gaga']",Young Animal Zero
Elfen Lied,933,Manga,113.0,12.0,Finished,"['Action', 'Drama', 'Horror', 'Romance', 'Supernatural']",7.88,940.0,"['Okamoto, Lynn']",Young Jump
Enen no Shouboutai,91037,Manga,,34.0,Finished,"['Action', 'Supernatural']",7.65,1721.0,"['Ookubo, Atsushi']",Shounen Magazine (Weekly)
Gakuen Babysitters,16922,Manga,,,Publishing,"['Comedy', 'Slice of Life']",8.31,267.0,"['Tokeino, Hari']",LaLa
Game of Familia: Kazoku Senki,114595,Manga,,,Publishing,"['Action', 'Adventure', 'Fantasy', 'Erotica']",7.21,,"['D.P', 'Yamaguchi, Mikoto']",Dragon Age
Gantz,564,Manga,383.0,37.0,Finished,"['Action', 'Drama', 'Horror', 'Sci-Fi', 'Supernatural']",8.12,498.0,"['Oku, Hiroya']",Young Jump
Goblin Slayer,98720,Manga,,,Publishing,"['Action', 'Fantasy']",7.77,1254.0,"['Kurose, Kousuke', 'Kagyuu, Kumo']",Big Gangan
Hachigatsu Kokonoka: Boku wa Kimi ni Kuwareru.,129187,Manga,,,Publishing,"['Drama', 'Horror', 'Romance', 'Supernatural', 'Suspense']",6.72,10883.0,['tomomi'],Web Comic Gamma Plus
Haikei... Koroshiya-san to Kekkon Shimashita,123101,Manga,,,Publishing,"['Comedy', 'Romance']",7.27,4430.0,"['Kousaka, Donten']",Comic Cune
Haikyuu!!,35243,Manga,407.0,45.0,Finished,"['Award Winning', 'Sports']",8.84,27.0,"['Furudate, Haruichi']",Shounen Jump (Weekly)
Hammer Session!,12269,Manga,96.0,11.0,Finished,"['Action', 'Comedy', 'Ecchi']",7.86,994.0,"['Tanahashi, Namoshiro', 'Koganemaru, Yamato', 'Yatsu, Hiroyuki']",Shounen Magazine (Weekly)
Hayate no Gotoku!,696,Manga,570.0,52.0,Finished,"['Action', 'Comedy', 'Romance']",7.87,964.0,"['Hata, Kenjirou']",Shounen Sunday
Hitman,114825,Manga,128.0,13.0,Finished,"['Comedy', 'Romance']",7.2,5175.0,"['Seo, Kouji']",Shounen Magazine (Weekly)
Hyouka,41629,Manga,,,Publishing,"['Drama', 'Mystery', 'Slice of Life']",8.06,593.0,"['Yonezawa, Honobu', 'Ohna, Task']",Shounen Ace
Infection,94896,Manga,,,Publishing,"['Action', 'Erotica']",6.23,,"['Oikawa, Tooru']",Magazine pocket
Akumetsu,1101,Manga,162.0,18.0,Finished,"['Action', 'Drama', 'Suspense']",8.18,411.0,"['Tabata, Yoshiaki', 'Yugo, Yuuki']",Shounen Champion (Weekly)
Devils Line,91711,Manga,80.0,14.0,Finished,"['Action', 'Drama', 'Romance']",7.6,1942.0,"['Hanada, Ryou']",Morning Two
Freesia,1131,Manga,84.0,12.0,Finished,"['Action', 'Drama']",7.62,1857.0,"['Matsumoto, Jiro']",Ikki
Golden Kamuy,85968,Manga,314.0,31.0,Finished,"['Action', 'Adventure', 'Award Winning']",8.57,88.0,"['Noda, Satoru']",Young Jump
Heat,3928,Manga,134.0,17.0,Finished,"['Action', 'Award Winning', 'Drama']",7.25,4625.0,"['Ikegami, Ryoichi', 'Buronson']",Big Comic Superior
Vanitas no Karte,93753,Manga,,,Publishing,"['Fantasy', 'Supernatural']",8.51,119.0,"['Mochizuki, Jun']",Gangan Joker
Apocalypse no Toride,39139,Manga,49.0,10.0,Finished,"['Action', 'Horror', 'Mystery', 'Sci-Fi']",7.52,2465.0,"['Kuraishi, Yuu', 'Inabe, Kazu']",Shounen Rival
Green Blood,36099,Manga,49.0,5.0,Finished,"['Action', 'Suspense']",7.59,2046.0,"['Kakizaki, Masasumi']",Young Magazine (Weekly)
Shoukoku no Altair,1605,Manga,,,Publishing,"['Adventure', 'Award Winning', 'Drama', 'Fantasy']",8.03,645.0,"['Katou, Kotono']",Shounen Sirius
Shingeki no Eroko-san: Hen na Oneesan wa Danshikousei to Nakayoku Naritai,124221,Manga,,,Publishing,"['Comedy', 'Romance', 'Slice of Life', 'Ecchi']",7.33,3902.0,"['Konogi, Yoshiru']",Young Animal
"Kanojo, Okarishimasu",108407,Manga,,,Publishing,"['Comedy', 'Romance']",6.86,9249.0,"['Miyajima, Reiji']",Shounen Magazine (Weekly)
To LOVE-Ru,671,Manga,162.0,18.0,Finished,"['Comedy', 'Romance', 'Sci-Fi', 'Supernatural', 'Ecchi']",7.5,2548.0,"['Yabuki, Kentarou', 'Hasemi, Saki']",Shounen Jump (Weekly)
Karakai Jouzu no (Moto) Takagi-san,108187,Manga,,,Publishing,"['Comedy', 'Romance', 'Slice of Life']",8.11,510.0,"['Inaba, Mifumi']",MangaONE
Karakai Jouzu no Takagi-san,78537,Manga,,,Publishing,"['Award Winning', 'Comedy', 'Slice of Life']",8.11,512.0,"['Yamamoto, Souichirou']",Gessan
Kishuku Gakkou no Juliet: Koushiki Anthology Comic,117650,Manga,28.0,1.0,Finished,"['Action', 'Comedy', 'Romance', 'Ecchi']",6.92,8519.0,"['Akizuki, Ryou', 'Puyo', 'Nakata, Yumi', 'Zekkyou', 'Doumoto, Yuuki', 'namo', 'Ohara, Hiroki', 'Kazuchi', 'Abe, Kanari', 'Takeshima, Eku', 'Tokumi, Yuiko', 'oimo', 'Taiyou, Marii', 'Yotsuya, Keitarou', 'SAVAN', 'Tadano, Natsu', 'Grande']",Magazine pocket
Tensei shitara Slime Datta Ken,87609,Manga,,,Publishing,['Fantasy'],8.4,182.0,"['Kawakami, Taiki', 'Fuse']",Shounen Sirius
5-toubun no Hanayome,103851,Manga,122.0,14.0,Finished,"['Award Winning', 'Comedy', 'Romance']",7.97,750.0,"['Haruba, Negi']",Shounen Magazine (Weekly)
Last Game,30315,Manga,66.0,11.0,Finished,"['Comedy', 'Romance']",8.2,388.0,"['Amano, Shinobu']",LaLa
Amagami-san Chi no Enmusubi,134028,Manga,,,Publishing,"['Comedy', 'Romance']",7.4,3243.0,"['Naitou, Marcey']",Shounen Magazine (Weekly)
Ao Haru Ride,24294,Manga,53.0,13.0,Finished,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",8.17,430.0,"['Sakisaka, Io']",Bessatsu Margaret
Bakuman.,9711,Manga,176.0,20.0,Finished,"['Comedy', 'Drama', 'Romance']",8.41,180.0,"['Obata, Takeshi', 'Ohba, Tsugumi']",Shounen Jump (Weekly)
Boku no Kanojo wa Saikou desu!,110050,Manga,56.0,6.0,Finished,"['Comedy', 'Romance']",7.23,4862.0,"['Iori', 'Takada, Takami']",Bessatsu Shounen Magazine
Gekkan Shoujo Nozaki-kun,29211,Manga,,,Publishing,"['Comedy', 'Romance']",8.47,142.0,"['Tsubaki, Izumi']",Gangan Online
GTO,336,Manga,208.0,25.0,Finished,"['Action', 'Award Winning', 'Comedy', 'Drama', 'Ecchi']",8.89,21.0,"['Fujisawa, Tooru']",Shounen Magazine (Weekly)
Hinamatsuri,36413,Manga,117.0,19.0,Finished,"['Comedy', 'Supernatural']",8.49,133.0,"['Ohtake, Masao']",Harta
Koe no Chiisai Komori-san to Kusodeka Oogoe no Oobayashi-kun,129608,Manga,46.0,2.0,Finished,"['Comedy', 'Romance']",7.26,4529.0,['Bekkourico'],Dengeki Daioh
Koroshi Ai,104710,Manga,,,Publishing,"['Action', 'Romance']",7.64,1773.0,['Fe'],Comic Gene
Kuroneko to Majo no Kyoushitsu,144829,Manga,,,Publishing,"['Comedy', 'Fantasy']",7.29,4304.0,"['Kaneda, Yousuke']",Magazine pocket
Namaikizakari.,67645,Manga,140.0,23.0,Finished,"['Romance', 'Sports']",7.99,699.0,"['Miyuki, Mitsubachi']",Hana to Yume
Noragami,24692,Manga,,,Publishing,"['Action', 'Fantasy']",8.42,174.0,['Adachitoka'],Shounen Magazine (Monthly)
One Outs,11327,Manga,175.0,20.0,Finished,['Sports'],8.57,90.0,"['Kaitani, Shinobu']",Business Jump
Orange,35573,Manga,31.0,6.0,Finished,"['Drama', 'Romance', 'Sci-Fi']",8.34,225.0,"['Takano, Ichigo']",Monthly Action
Soredemo Ayumu wa Yosetekuru,119216,Manga,,,Publishing,"['Comedy', 'Slice of Life']",7.62,1891.0,"['Yamamoto, Souichirou']",Shounen Magazine (Weekly)
Taiyou no Ie,26736,Manga,53.0,13.0,Finished,"['Award Winning', 'Romance', 'Slice of Life']",8.26,321.0,['Taamo'],Dessert
Tate no Kuni,117807,Manga,120.0,,Finished,"['Adventure', 'Fantasy', 'Mystery']",7.56,2177.0,"['Tanaka, Kuu']",Shounen Jump+
Tate no Yuusha no Nariagari,67615,Manga,,,Publishing,"['Drama', 'Fantasy']",7.88,938.0,"['Aiya, Kyu', 'Aneko, Yusagi']",Comic Flapper
To LOVE-Ru Darkness,22519,Manga,100.0,18.0,Finished,"['Comedy', 'Romance', 'Sci-Fi', 'Supernatural', 'Ecchi']",7.86,998.0,"['Yabuki, Kentarou', 'Hasemi, Saki']",Jump SQ.
Tonari no Kaibutsu-kun,13702,Manga,55.0,13.0,Finished,"['Comedy', 'Romance']",8.15,460.0,['Robico'],Dessert
Yagate Kimi ni Naru,88660,Manga,50.0,8.0,Finished,"['Drama', 'Girls Love']",8.68,55.0,"['Nakatani, Nio']",Dengeki Daioh
Asper Kanojo,118873,Manga,100.0,12.0,Finished,"['Drama', 'Slice of Life']",7.97,744.0,"['Hagimoto, Souhachi', 'Morita, Renji']",Comic Days
Boys Run the Riot,124520,Manga,37.0,4.0,Finished,"['Drama', 'Slice of Life']",8.03,634.0,"['Gaku, Keito']",Young Magazine (Weekly)
Dousei Yankee Akamatsu Seven,121870,Manga,17.0,3.0,Finished,"['Boys Love', 'Slice of Life']",7.78,1221.0,"['SHOOWA', 'Okujima, Hiromasa']",Kachicomi
Haru to Natsu to Nacchan to Aki to Fuyu to Boku,119651,Manga,13.0,1.0,Finished,"['Boys Love', 'Slice of Life', 'Erotica']",,,"['Sagan, Sagan']",Web Baby
Hitomi-chan wa Hitomishiri,117078,Manga,,,Publishing,"['Comedy', 'Slice of Life']",7.28,4410.0,"['Natsumi, Chorisuke']",Manga Cross
Innocent,58563,Manga,99.0,9.0,Finished,['Drama'],8.18,412.0,"['Sakamoto, Shinichi']",Young Jump
Kaketa Tsuki to Doughnut,120329,Manga,,,Publishing,"['Drama', 'Girls Love', 'Slice of Life']",7.85,1018.0,"['Usui, Shio']",Comic Yuri Hime
Kieta Hatsukoi,122906,Manga,,,Publishing,"['Award Winning', 'Boys Love']",8.3,272.0,"['Aruko', 'Hinekure, Wataru']",Bessatsu Margaret
Megumi to Tsugumi,118085,Manga,,,Publishing,"['Boys Love', 'Erotica']",7.92,,"['Si, Mitsuru']",Qpa
Metamorphose no Engawa,113289,Manga,52.0,5.0,Finished,['Slice of Life'],7.73,1402.0,"['Tsurutani, Kaori']",Comic Newtype
Sasaki to Miyano,101396,Manga,,,Publishing,"['Boys Love', 'Slice of Life']",8.53,111.0,"['Harusono, Shou']",Gene pixiv
Tongari Boushi no Atelier,100035,Manga,,,Publishing,['Fantasy'],8.52,113.0,"['Shirahama, Kamome']",Morning Two
